carrot_variety,carrot_parts,agrobacteria_type,gene,conditions,time_in_MS1D_dark,time_in_MS1D_dl,time_in_half_MS1D_dl,time_in_quarter_MS1D_dl,antibiotics_in_MS1D_dl,antibiotics_in_half_MS1D_dl,antibiotics_in_qaurter_MS1D_dl,callus_status,PCR_Gel_status,GC_MS_polyacetylene_percentage
danvers_half_long,stem,EHA105,empty_vector,cocultivated,3,14,56,14,required,required,required,present,present,11
danvers_half_long,stem,EHA105,empty_vector,cocultivated,3,14,56,14,required,required,required,present,present,10
danvers_half_long,leaf,EHA105,empty_vector,cocultivated,3,14,56,14,required,required,required,present,present,10
danvers_half_long,leaf,EHA105,empty_vector,cocultivated,3,14,56,14,required,required,required,present,present,10
danvers_half_long,leaf,EHA105,empty_vector,cocultivated,3,14,56,14,required,required,required,present,present,19
danvers_half_long,leaf,EHA105,empty_vector,cocultivated,3,14,56,14,required,required,required,present,present,17
scarlet_nantes,petiole,EHA105,empty_vector,cocultivated,3,14,56,14,required,required,required,present,present,12
scarlet_nantes,petiole,EHA105,empty_vector,cocultivated,3,14,56,14,required,required,required,present,present,18
scarlet_nantes,petiole,EHA105,empty_vector,cocultivated,3,14,56,14,required,required,required,present,present,18
scarlet_nantes,petiole,EHA105,empty_vector,cocultivated,3,14,56,14,required,required,required,absent,absent,0
scarlet_nantes,root,EHA105,empty_vector,cocultivated,3,14,56,14,required,required,required,present,present,12
scarlet_nantes,root,EHA105,empty_vector,cocultivated,3,14,56,14,required,required,required,present,present,18
scarlet_nantes,root,EHA105,empty_vector,cocultivated,3,14,56,14,required,required,required,present,present,20
scarlet_nantes,root,EHA105,empty_vector,cocultivated,3,14,56,14,required,required,required,present,present,11
scarlet_nantes,stem,EHA105,empty_vector,cocultivated,3,14,56,14,required,required,required,present,present,20
scarlet_nantes,stem,EHA105,empty_vector,cocultivated,3,14,56,14,required,required,required,present,present,10
scarlet_nantes,stem,EHA105,empty_vector,cocultivated,3,14,56,14,required,required,required,present,present,19
scarlet_nantes,stem,EHA105,empty_vector,cocultivated,3,14,56,14,required,required,required,present,present,21
scarlet_nantes,leaf,EHA105,empty_vector,cocultivated,3,14,56,14,required,required,required,present,present,20
scarlet_nantes,leaf,EHA105,empty_vector,cocultivated,3,14,56,14,required,required,required,present,present,10
scarlet_nantes,leaf,EHA105,empty_vector,cocultivated,3,14,56,14,required,required,required,absent,absent,0
scarlet_nantes,leaf,EHA105,empty_vector,cocultivated,3,14,56,14,required,required,required,present,present,19
danvers_half_long,petiole,EHA105,peaq_p19_gfp,cocultivated,3,14,56,14,required,required,required,present,present,15
danvers_half_long,petiole,EHA105,peaq_p19_gfp,cocultivated,3,14,56,14,required,required,required,present,present,13
danvers_half_long,petiole,EHA105,peaq_p19_gfp,cocultivated,3,14,56,14,required,required,required,present,present,15
danvers_half_long,petiole,EHA105,peaq_p19_gfp,cocultivated,3,14,56,14,required,required,required,present,present,12
danvers_half_long,root,EHA105,peaq_p19_gfp,cocultivated,3,14,56,14,required,required,required,present,present,12
danvers_half_long,root,EHA105,peaq_p19_gfp,cocultivated,3,14,56,14,required,required,required,present,present,22
danvers_half_long,root,EHA105,peaq_p19_gfp,cocultivated,3,14,56,14,required,required,required,present,present,15
danvers_half_long,root,EHA105,peaq_p19_gfp,cocultivated,3,14,56,14,required,required,required,present,present,21
danvers_half_long,stem,EHA105,peaq_p19_gfp,cocultivated,3,14,56,14,required,required,required,present,present,10
danvers_half_long,stem,EHA105,peaq_p19_gfp,cocultivated,3,14,56,14,required,required,required,present,present,20
danvers_half_long,stem,EHA105,peaq_p19_gfp,cocultivated,3,14,56,14,required,required,required,present,present,10
danvers_half_long,stem,EHA105,peaq_p19_gfp,cocultivated,3,14,56,14,required,required,required,absent,absent,0
danvers_half_long,leaf,EHA105,peaq_p19_gfp,cocultivated,3,14,56,14,required,required,required,present,present,19
danvers_half_long,leaf,EHA105,peaq_p19_gfp,cocultivated,3,14,56,14,required,required,required,present,present,22
danvers_half_long,leaf,EHA105,peaq_p19_gfp,cocultivated,3,14,56,14,required,required,required,present,present,13
danvers_half_long,leaf,EHA105,peaq_p19_gfp,cocultivated,3,14,56,14,required,required,required,present,present,14
scarlet_nantes,petiole,EHA105,peaq_p19_gfp,cocultivated,3,14,56,14,required,required,required,present,present,10
scarlet_nantes,petiole,EHA105,peaq_p19_gfp,cocultivated,3,14,56,14,required,required,required,present,present,20
scarlet_nantes,petiole,EHA105,peaq_p19_gfp,cocultivated,3,14,56,14,required,required,required,present,present,20
scarlet_nantes,petiole,EHA105,peaq_p19_gfp,cocultivated,3,14,56,14,required,required,required,absent,absent,0
scarlet_nantes,root,EHA105,peaq_p19_gfp,cocultivated,3,14,56,14,required,required,required,present,present,11
scarlet_nantes,root,EHA105,peaq_p19_gfp,cocultivated,3,14,56,14,required,required,required,present,present,16
scarlet_nantes,root,EHA105,peaq_p19_gfp,cocultivated,3,14,56,14,required,required,required,present,present,14
scarlet_nantes,root,EHA105,peaq_p19_gfp,cocultivated,3,14,56,14,required,required,required,present,present,22
scarlet_nantes,stem,EHA105,peaq_p19_gfp,cocultivated,3,14,56,14,required,required,required,present,present,19
scarlet_nantes,stem,EHA105,peaq_p19_gfp,cocultivated,3,14,56,14,required,required,required,present,present,18
scarlet_nantes,stem,EHA105,peaq_p19_gfp,cocultivated,3,14,56,14,required,required,required,present,present,10
scarlet_nantes,stem,EHA105,peaq_p19_gfp,cocultivated,3,14,56,14,required,required,required,present,present,19
scarlet_nantes,leaf,EHA105,peaq_p19_gfp,cocultivated,3,14,56,14,required,required,required,absent,absent,0
scarlet_nantes,leaf,EHA105,peaq_p19_gfp,cocultivated,3,14,56,14,required,required,required,present,present,13
scarlet_nantes,leaf,EHA105,peaq_p19_gfp,cocultivated,3,14,56,14,required,required,required,absent,absent,0
scarlet_nantes,leaf,EHA105,peaq_p19_gfp,cocultivated,3,14,56,14,required,required,required,present,present,21
